property_name,propery_id,breadcrumbs,price,image_url,description,location,property_type,bathrooms,bedrooms
വീടിന്റെ മുകളിലെ നിലാ താഴെനിലവാടയ്ക്ക്  kovoor,1766518976,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kovoor,വീടിന്റെ മുകളിലെ നിലാ താഴെനിലവാടയ്ക്ക്  kovoor","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/7dmx7akhpjac1-IN/image,ബസ്റ്റോപ്പിൽ നിന്ന് 500 മീറ്റർ,"Kovoor,Kozhikode,Kerala",Houses & Villas,2,2
താഴെനില മുകളിലെ നില വാടക Kovoor,1766518491,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kovoor,താഴെനില മുകളിലെ നില വാടക Kovoor","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/a80e0qsh2zqn1-IN/image,കോവൂർ ബസ്റ്റോപ്പിൽ നിന്നും 500 മീറ്റർ ദൂരം,"Kovoor,Kozhikode,Kerala",Houses & Villas,2,2
"3BHK Residential Furnished Flat For Rent at Kallai , Calicut (wd)",1766517811,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kallai,3BHK Residential Furnished Flat For Rent at Kallai , Calicut (wd)","{'amount': '39,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/lo8k5bb3yl3o3-IN/image,"Are you looking for a Branded Flat ?

Here it is !

3Bhk Furnished Flat Available For Rent ,

1600 sq.ft Luxury Furnished Flat for Rent at  Kallai  ,Calicut

Total Rent : 39,000/-

It hosts all the amenities and all the facilities are nearby the city.

*Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/-

* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-

* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-

*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-

* kottuli ,2bhk , 1000sq.ft,semi , 23000/-

*calicut Beach , 3bhk, 1600sq.ft,26000/-

* YMC , 1bhk, 700sq.ft semi,25000/-

* methoott Thazham 2bhk 800sq.ft semi , 16500/-

*pottammal, 3bhk , furnshed,25000/-

* East Hill, 3Bhk, Semi Furbished,23000/-

""Note : Image shown are only for business purpose , actual building / Land may differ.""

For More details, Contact:

Big Deals Realtors

4th Floor , Hilite Business Park , Palazhy - Calicut -

About Us :

Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.

We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.

We Provide the following Specialised Features :

* Hassle free Documentation

* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property

* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","Kallai,Kozhikode,Kerala",Apartments,3,3
"Furnished bedroom, bath attached. Parking.wellwater",1766512798,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevarambalam,Furnished bedroom, bath attached. Parking.wellwater","{'amount': '5,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/6l0oql3j7nok-IN/image,"For Rent, earnings","Chevarambalam,Kozhikode,Kerala",Apartments,1,1
1bhk luxury flat for rent near cyberpark thondayad  bypass,1722080589,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,1bhk luxury flat for rent near cyberpark thondayad  bypass","{'amount': '22,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/ufjibkvwkdcj3-IN/image,https://apollo.olx.in:443/v1/files/9e8cfx8fi1b73-IN/image,https://apollo.olx.in:443/v1/files/xdv66gxkw7u02-IN/image,https://apollo.olx.in:443/v1/files/28aggm5c0ic5-IN/image,https://apollo.olx.in:443/v1/files/emh1yisyjw1v3-IN/image,https://apollo.olx.in:443/v1/files/c35dkusrej8a1-IN/image,https://apollo.olx.in:443/v1/files/xufsuhvxe7se3-IN/image,https://apollo.olx.in:443/v1/files/30y8asbjw0oc3-IN/image,https://apollo.olx.in:443/v1/files/pvxujv27k6ia3-IN/image,https://apollo.olx.in:443/v1/files/yai5545gcpzt2-IN/image,https://apollo.olx.in:443/v1/files/mkj86ep3phhm1-IN/image,https://apollo.olx.in:443/v1/files/w4iojmx9iu9b-IN/image,https://apollo.olx.in:443/v1/files/2teag7dl1nkf3-IN/image,https://apollo.olx.in:443/v1/files/wiug19v28nbn2-IN/image","1bhk luxury flat for rent near cyberpark thondayad  bypass.

Ready to move
Car parking
Fully furnished
Very near cyberpark, hilite mall, airport etc

Looking good families, business, professionals etc

Rent 22k","Thondayad,Kozhikode,Kerala",Apartments,1,1
Newly furnished luxury studio flat for rent at landmark world,1706063540,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Newly furnished luxury studio flat for rent at landmark world","{'amount': '20,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/1e374otacdzt3-IN/image,https://apollo.olx.in:443/v1/files/s1x9q74j15ha3-IN/image,https://apollo.olx.in:443/v1/files/pnz7f1r29kht1-IN/image,https://apollo.olx.in:443/v1/files/e33k7zt8vci83-IN/image,https://apollo.olx.in:443/v1/files/dttc5q3cz98f3-IN/image,https://apollo.olx.in:443/v1/files/0qkh700g9t5m3-IN/image,https://apollo.olx.in:443/v1/files/hkmo789xz2ny-IN/image,https://apollo.olx.in:443/v1/files/zmgtoes67b1k2-IN/image,https://apollo.olx.in:443/v1/files/kxpoeacj6jx2-IN/image,https://apollo.olx.in:443/v1/files/cmh7ppyvepq91-IN/image","Newly furnished luxury studio flat for rent at landmark world.

Ready to move
Excellent view
All furnitures are brand new
Luxury facilities and amenities

Very near to cyberpark and metrocardiac hospital
Rent 20k","Thondayad,Kozhikode,Kerala",Apartments,1,1
3bhk luxury furnished flat for rent at landmark world,1731864461,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,3bhk luxury furnished flat for rent at landmark world","{'amount': '30,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/vo940bi93ask-IN/image,https://apollo.olx.in:443/v1/files/6cqsdzt1njk72-IN/image,https://apollo.olx.in:443/v1/files/1u2x9rdq1n8q1-IN/image,https://apollo.olx.in:443/v1/files/pcrh97fp8wih-IN/image,https://apollo.olx.in:443/v1/files/x9g4at59hflo2-IN/image,https://apollo.olx.in:443/v1/files/dbqvu4v7mid43-IN/image,https://apollo.olx.in:443/v1/files/jzyvtshvghok3-IN/image,https://apollo.olx.in:443/v1/files/h0j0vnwly0kq2-IN/image,https://apollo.olx.in:443/v1/files/w75ewjx9y5kt1-IN/image,https://apollo.olx.in:443/v1/files/omznmo46hr4u1-IN/image,https://apollo.olx.in:443/v1/files/he9dcuij0g8p3-IN/image","3bhk luxury furnished flat for rent at landmark world.

Ready to move
Luxury interior
Car parking
Excellent view
Very near to cyberpark and metrodiac hospital
Easy to access calicut airport

Looking good families, doctors, engineers, professionals, business etc

Rent 32k","Thondayad,Kozhikode,Kerala",Apartments,3,3
Luxury furnished 1bhk flat for rent near thondayad bypass,1738394013,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Luxury furnished 1bhk flat for rent near thondayad bypass","{'amount': '23,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/v0c9gtjo2q8f2-IN/image,https://apollo.olx.in:443/v1/files/yuovrh3o7ak12-IN/image,https://apollo.olx.in:443/v1/files/rq7rb6xpxup21-IN/image,https://apollo.olx.in:443/v1/files/nqx09godqs441-IN/image","1bhk posh furnished luxury flat for rent near thindayad bypass


Ready to move
Car parking
Luxury furnished
Good view

Very near to cyberpark, metrocardiac hospital, hilite mall
18.5kms from calicut airport
All luxury facilities and amenities are available
Well maintained associated
Gated community and family secure

Looking families, professionals, IT, business, pilot, etc

Rent 23k","Thondayad,Kozhikode,Kerala",Apartments,2,1
Near providace school,1747850250,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Madaparamba,Near providace school","{'amount': '20,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/wkzwwpd6sefg3-IN/image,https://apollo.olx.in:443/v1/files/ncw03uod0dcl-IN/image,https://apollo.olx.in:443/v1/files/8130kf5eftvx1-IN/image",Rented flat,"Madaparamba,Kozhikode,Kerala",Apartments,2,2
5 bhk house rent family & office near malaparamba,1766494444,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Malaparamba,5 bhk house rent family & office near malaparamba","{'amount': '22,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/hq1p7lfxn8b02-IN/image,https://apollo.olx.in:443/v1/files/7pxxz9ktz7vo-IN/image",5 bhk indipendent house for rent office & family near malaparamba,"Malaparamba,Kozhikode,Kerala",Houses & Villas,4,5
House for rent near hilite mall palazhi,1766481287,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Poovangal,House for rent near hilite mall palazhi","{'amount': '15,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/h4ny92p56hn61-IN/image,https://apollo.olx.in:443/v1/files/ev2qjjp0ptr43-IN/image,https://apollo.olx.in:443/v1/files/km7y4zyl8k9l1-IN/image,https://apollo.olx.in:443/v1/files/xpjwuzhe7j8b2-IN/image","House for rent near hilite mall
2 rooms attached 
Dinning area
Kitchen","Poovangal,Kozhikode,Kerala",Houses & Villas,2,2
Affordable PG Room Sharing for Bachelors Only ₹2500 Perhead (2 slot),1766473190,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Parayanchery,Affordable PG Room Sharing for Bachelors Only ₹2500 Perhead (2 slot)","{'amount': '2,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/42j65wqhgb6n3-IN/image,"Bellow 24(students,intern)
Features:
- Bed with cot
- 1 bathroom
- No additional bills (water & electricity included)
- 5 minutes to the new bus stand
- Less than 10 minutes to the railway station
-94964
           -44114
-","Parayanchery,Kozhikode,Kerala",Houses & Villas,1,2
2 Bedroom + 1 kids room,1766470736,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayoor,2 Bedroom + 1 kids room","{'amount': '20,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/4tq67nxoryi02-IN/image,https://apollo.olx.in:443/v1/files/v11i7rt39blt1-IN/image,https://apollo.olx.in:443/v1/files/j8plut40bvp72-IN/image,https://apollo.olx.in:443/v1/files/am5n1wx3i1wq1-IN/image,https://apollo.olx.in:443/v1/files/t6wi3pb6lgrr-IN/image,https://apollo.olx.in:443/v1/files/rh095j6e01ho1-IN/image,https://apollo.olx.in:443/v1/files/4qfj6qf5gjo32-IN/image","2 floor villa for rent
2 bedroom 1 Kids room
Easy to Access City","Chevayoor,Kozhikode,Kerala",Houses & Villas,2,2
House for rent  karaparamba,1766447277,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba,House for rent  karaparamba","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/au8o54lic0at1-IN/image,"3 bhk house for rent
Kozhikode Karaparamba
Rent 15,000
Well water, compound gate
main road side 
949 bsnl 6 426 jio connection 100","Karaparamba,Kozhikode,Kerala",Houses & Villas,3,3
Flat for rent,1766446688,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba,Flat for rent","{'amount': '30,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/rrmv4ynnqa1e2-IN/image,"Kozhikode Eranjippalam
2 bedrooms full furnished flat
Rent. 30,000.
Parking, lift. Security
94 bsnl 96 bsnl 426 jio 100","Karaparamba,Kozhikode,Kerala",Apartments,2,2
Semi furnished house for rent,1766446170,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba,Semi furnished house for rent","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/6okgds0lo8k53-IN/image,"Kozhikode karaparamba
3 bedrooms semi furnished house
Rent 25,000.
Well water. Compound gate.","Karaparamba,Kozhikode,Kerala",Houses & Villas,3,3
3BHK FLAT FOR RENT,1766428594,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Vandipetta,3BHK FLAT FOR RENT","{'amount': '19,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/g6fo920301ko1-IN/image,https://apollo.olx.in:443/v1/files/i3fir25zls181-IN/image,https://apollo.olx.in:443/v1/files/zrnldfrgdzi41-IN/image,https://apollo.olx.in:443/v1/files/qyfrjj9iptyq3-IN/image,https://apollo.olx.in:443/v1/files/yp03b7jawszk1-IN/image,https://apollo.olx.in:443/v1/files/8acrb99h3nz2-IN/image,https://apollo.olx.in:443/v1/files/cntdc7xn2xuz2-IN/image,https://apollo.olx.in:443/v1/files/0mz8q3i8eeqo2-IN/image","3Bhk apartment for rent @Vandipetta opposite fashion factory mall.

3 bedrooms with bathroom attached,
Kitchen and outer kitchen, large hall and a balcony.

Ground floor
Interested tenants kindly contact asap.
Rent negotiable.","Vandipetta,Kozhikode,Kerala",Apartments,2,3
Kalathil apartment,1766426971,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Govindapuram,Kalathil apartment","{'amount': '16,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/4ahlznfybtb83-IN/image,https://apollo.olx.in:443/v1/files/v8bpn94nkkq12-IN/image,https://apollo.olx.in:443/v1/files/zfu7xifirf9v1-IN/image,https://apollo.olx.in:443/v1/files/00gzycuqa0o73-IN/image,https://apollo.olx.in:443/v1/files/qji6j64c1rhi2-IN/image,https://apollo.olx.in:443/v1/files/ykm2z7txwj28-IN/image,https://apollo.olx.in:443/v1/files/pow8vn2rqe5c-IN/image",Apartment for rent  close to MIMS hospital,"Govindapuram,Kozhikode,Kerala",Apartments,2,2
3BHK FOR RENT,1766426940,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Calicut Beach,3BHK FOR RENT","{'amount': '15,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/3bur3e0ysd191-IN/image,https://apollo.olx.in:443/v1/files/b1f92htq9x1b1-IN/image,https://apollo.olx.in:443/v1/files/b60i3ivwq1u12-IN/image,https://apollo.olx.in:443/v1/files/1ibszd1vntiq1-IN/image,https://apollo.olx.in:443/v1/files/irebsuf2lire1-IN/image","Flat for rent 

3 bed room;
2 bath attached bedroom;
one big hall and kitchen .
Rent can be negotiable. 

Ground floor
Location: Francis road
Calicut 673002","Calicut Beach,Kozhikode,Kerala",Apartments,2,3
Karparamba karikkamkulam 3 BHK flat for lease,1766412947,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba,Karparamba karikkamkulam 3 BHK flat for lease","{'amount': '20,00,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/vlaooatlbu7r-IN/image,https://apollo.olx.in:443/v1/files/ylekaw9zw6fi2-IN/image,https://apollo.olx.in:443/v1/files/0meu0dgd2ahi1-IN/image,https://apollo.olx.in:443/v1/files/111nvs6jyqrt2-IN/image","Karparamba karikkam kulam3 BHK flat for lease
 Gym swimming pool  security
10 th floor
2 car parking
Amnt 20 lacs
Ph 96⁴56575¹6","Karaparamba,Kozhikode,Kerala",Apartments,broker,3
PG/rent house,1766396044,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,PG/rent house","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/3s1ba9s6n6os2-IN/image,"Upstair of our house having2 bedrooms and 2 bathrooms,sitout,hall etcvery silent place","Thondayad,Kozhikode,Kerala",Houses & Villas,2,2
Very calm area with good ventilation.,1766394168,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karuvasseri,Very calm area with good ventilation.","{'amount': '14,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/se2wigjyg3dr2-IN/image,"First flour ,two bedrooms with attached bathrooms ,hall balcony kitchen with work area..well water and pipe water provided.","Karuvasseri,Kozhikode,Kerala",Houses & Villas,3,2
House for rent backside of NGO quaters,1766390488,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Paropadi,House for rent backside of NGO quaters","{'amount': '8,500', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/sqtbswdkgmhk3-IN/image,https://apollo.olx.in:443/v1/files/gk0uaednm4om2-IN/image,https://apollo.olx.in:443/v1/files/ii98m89oej753-IN/image,https://apollo.olx.in:443/v1/files/kowtlttcrajt-IN/image,https://apollo.olx.in:443/v1/files/ctkkrawt5jp92-IN/image,https://apollo.olx.in:443/v1/files/85qujl2jzlup1-IN/image",House for rent g+1 car parking available.rent at first floor,"Paropadi,Kozhikode,Kerala",Houses & Villas,1,2
Near to Mythra hospital karaparanñ,1766372108,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba,Near to Mythra hospital karaparanñ","{'amount': '14,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/re6zv4qnmp073-IN/image,"Specious Car parking 
Both well and cooperation water available 
Compound wall with gate 
Spacious Staircase through inside home separately","Karaparamba,Kozhikode,Kerala",Houses & Villas,3,2
താല്പര്യമുള്ളവർ ബന്ധപ്പെടുക,1766352667,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Nellicode,താല്പര്യമുള്ളവർ ബന്ധപ്പെടുക","{'amount': '2,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/m30vqlq9h85n1-IN/image,നാലു ബെഡ്റൂം കിച്ചൻ അറ്റാച്ച്ഡ് ബാത്റൂം എല്ലാവിധ സൗകര്യങ്ങളും ഉണ്ട് കോഴിക്കോട് ഭാഗത്ത് താമസിക്കുന്ന ആർക്കെങ്കിലും വാടകവീട് നോക്കുന്നവർ ഉണ്ടെങ്കിൽ ഒറ്റ നില വീട് താല്പര്യമുള്ളവർ ബന്ധപ്പെടുക,"Nellicode,Kozhikode,Kerala",Houses & Villas,4,4
2 BHK FLAT FOR RENT NEAR CALICUT MEDICAL COLLEGE,1766323757,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevarambalam,2 BHK FLAT FOR RENT NEAR CALICUT MEDICAL COLLEGE","{'amount': '17,500', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/4xbfyjb9yhf01-IN/image,https://apollo.olx.in:443/v1/files/o6oootgnvhjx1-IN/image,https://apollo.olx.in:443/v1/files/4tf0zn39rjie3-IN/image,https://apollo.olx.in:443/v1/files/vayl1fpvf587-IN/image,https://apollo.olx.in:443/v1/files/xzb8bdojzbqn1-IN/image,https://apollo.olx.in:443/v1/files/pgy6qs87izjc3-IN/image,https://apollo.olx.in:443/v1/files/qljlg9xzbskh3-IN/image","Chevelambalam , near medical College Calicut.","Chevarambalam,Kozhikode,Kerala",Builder Floors,2,2
First floor for rent,1766307833,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in St Vincent Colony,First floor for rent","{'amount': '25,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/svx8zfh34drg3-IN/image,https://apollo.olx.in:443/v1/files/84cjxyqnlape-IN/image",First floor for rent good area with 3 rooms can be suitable for bachelors,"St Vincent Colony,Kozhikode,Kerala",Apartments,2,3
Rented house.,1766283623,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in East Nadakkavu,Rented house.","{'amount': '13,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/s8fhfz9f2hg82-IN/image,"Near ojin bakery, first floor, easy access main road.","East Nadakkavu,Kozhikode,Kerala",Houses & Villas,2,2
3BHK neat furnished house near Starcare hospital thondayad 30K,1766276781,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,3BHK neat furnished house near Starcare hospital thondayad 30K","{'amount': '30,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/m8rz13nnibpy1-IN/image,https://apollo.olx.in:443/v1/files/k0e4aorcwvw72-IN/image,https://apollo.olx.in:443/v1/files/zgjemvygks7q3-IN/image,https://apollo.olx.in:443/v1/files/yzowwtar8ugo1-IN/image,https://apollo.olx.in:443/v1/files/2jo4oktcy1mg1-IN/image,https://apollo.olx.in:443/v1/files/3kori2iqn1ea2-IN/image,https://apollo.olx.in:443/v1/files/h0e6sjmrfkid1-IN/image,https://apollo.olx.in:443/v1/files/66g9660gaxyh1-IN/image","Rent 30
Deposit 1.5 lakh
Bachelor
Office
Architecture office
Workspace
Guest House
IT work","Thondayad,Kozhikode,Kerala",Houses & Villas,4,3
Girls only,1766253396,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thadambattuthazham,Girls only","{'amount': '10,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/v7w4ibfppb3n3-IN/image,https://apollo.olx.in:443/v1/files/6qzerk3ip13i-IN/image,https://apollo.olx.in:443/v1/files/2ewt5564j91m3-IN/image,https://apollo.olx.in:443/v1/files/wtd2sctdak941-IN/image,https://apollo.olx.in:443/v1/files/ozu4148md28v3-IN/image,https://apollo.olx.in:443/v1/files/9uvpwqkx9jqm1-IN/image,https://apollo.olx.in:443/v1/files/6hxbnwnr7gq9-IN/image,https://apollo.olx.in:443/v1/files/iarfznmbgovm1-IN/image","Good atmosphere, homeliy food,","Thadambattuthazham,Kozhikode,Kerala",Houses & Villas,2,3
Ground floor owner,1766234792,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Eranjipalam,Ground floor owner","{'amount': '9,500', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/glveyebu1z001-IN/image,https://apollo.olx.in:443/v1/files/fnonj0hyf1ru3-IN/image,https://apollo.olx.in:443/v1/files/bptj2ul2nsm43-IN/image,https://apollo.olx.in:443/v1/files/pyi73bmblh692-IN/image,https://apollo.olx.in:443/v1/files/r0qs9xk0a76c3-IN/image,https://apollo.olx.in:443/v1/files/omszpm0od9oo3-IN/image,https://apollo.olx.in:443/v1/files/zj21m602f9f03-IN/image",1 st floor place extra,"Eranjipalam,Kozhikode,Kerala",Houses & Villas,1,2
House for rent @ kovoor,1766230920,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kovoor,House for rent @ kovoor","{'amount': '15,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/pfkh3o5kczpp-IN/image,https://apollo.olx.in:443/v1/files/a2v3r3n7le9l3-IN/image,https://apollo.olx.in:443/v1/files/ri8rtxaf7m1c1-IN/image,https://apollo.olx.in:443/v1/files/5h41olyrs8ly2-IN/image,https://apollo.olx.in:443/v1/files/m0okuqhrv9k82-IN/image,https://apollo.olx.in:443/v1/files/2jhyv1zalpqj-IN/image,https://apollo.olx.in:443/v1/files/uldio1ybq9b8-IN/image,https://apollo.olx.in:443/v1/files/6m5m2noxtvt8-IN/image,https://apollo.olx.in:443/v1/files/hgkswxifl5393-IN/image,https://apollo.olx.in:443/v1/files/fd6ldtx0prni2-IN/image,https://apollo.olx.in:443/v1/files/vru02gsjx8f91-IN/image,https://apollo.olx.in:443/v1/files/cpmbzfzj094d3-IN/image","Well maintained, tiled house ,4bedroom,2 bathroom, dining room and kitchen, corporation water, 500metre from kovoor bus stop, calm surroundings…rebt 15000…deposit 25000…brokers plz excuse","Kovoor,Kozhikode,Kerala",Houses & Villas,2,4
